orderItemID;prediction
280;1
281;1
282;1
283;1
284;1
285;1
286;0
287;0
288;0
289;0
290;0
291;0
292;0
293;0
294;0
295;0
296;0
297;0
298;0
299;0
300;0
301;1
302;0
303;1
304;1
305;1
306;0
307;1
308;1
309;1
310;1
311;1
312;1
313;1
314;1
315;1
316;1
317;1
318;1
319;1
320;1
321;1
322;1
323;1
324;0
325;0
326;0
327;0
328;0
329;0
330;0
331;0
332;0
333;0
334;0
335;0
336;0
337;0
338;0
339;0
340;1
341;0
342;0
343;0
344;1
345;1
346;0
347;0
348;0
349;0
350;0
351;1
352;0
353;0
354;0
355;0
356;0
357;1
358;1
359;0
360;0
361;0
362;0
363;1
364;1
365;1
366;1
367;1
368;1
369;1
370;1
371;0
372;0
373;0
374;0
375;0
376;1
377;1
378;0
379;0
380;0
381;0
382;0
383;0
384;0
385;0
386;0
387;0
388;1
389;0
390;1
391;0
392;1
393;0
394;1
395;1
396;0
397;1
398;0
399;0
400;1
401;0
402;1
403;0
404;0
405;0
406;1
407;0
408;0
409;0
410;0
411;1
412;1
413;1
414;1
415;1
416;0
417;1
418;1
419;0
420;0
421;1
422;0
423;0
424;0
425;0
426;0
427;0
428;0
429;0
430;0
431;0
432;0
433;1
434;1
435;1
436;1
437;0
438;0
439;1
440;0
441;1
442;0
443;0
444;0
445;0
446;0
447;0
448;0
449;0
450;1
451;1
452;1
453;1
454;1
455;1
456;1
457;0
458;0
459;0
460;0
461;0
462;0
463;1
464;1
465;1
466;1
467;0
468;0
469;0
470;0
471;0
472;0
473;0
474;0
475;1
476;1
477;1
478;1
479;1
480;1
481;1
482;1
483;0
484;0
485;0
486;0
487;0
488;0
489;1
490;0
491;0
492;0
493;0
494;0
495;0
496;0
497;0
498;1
499;1
500;1
501;1
502;0
503;0
504;0
505;1
506;0
507;0
508;1
509;0
510;1
511;0
512;0
513;0
514;0
515;0
516;0
517;0
518;0
519;0
520;0
521;0
522;0
523;0
524;0
525;0
526;0
527;1
528;0
529;0
530;0
531;0
532;0
533;1
534;0
535;0
536;0
537;0
538;0
539;0
540;1
541;1
542;0
543;1
544;1
545;1
546;1
547;1
548;1
549;0
550;0
551;0
552;0
553;1
554;0
555;1
556;1
557;0
558;0
559;0
560;0
561;0
562;0
563;0
564;0
565;0
566;0
567;0
568;0
569;0
570;0
571;0
572;0
573;1
574;1
575;0
576;0
577;0
578;0
579;0
580;0
581;0
582;0
583;0
584;0
585;1
586;1
587;1
588;1
589;1
590;0
591;0
592;0
593;0
594;0
595;0
596;0
597;0
598;0
599;0
600;0
601;0
602;0
603;1
604;0
605;0
606;0
607;1
608;0
609;0
610;0
611;1
612;1
613;1
614;0
615;0
616;0
617;0
618;1
619;0
620;1
621;1
622;0
623;1
624;0
625;1
626;1
627;0
628;1
629;1
630;0
631;1
632;1
633;1
634;1
635;1
636;0
637;0
638;0
639;0
640;0
641;1
642;1
643;1
644;0
645;1
646;0
647;0
648;1
649;1
650;1
651;0
652;0
653;0
654;0
655;0
656;0
657;0
658;0
659;1
660;0
661;0
662;0
663;0
664;0
665;0
666;0
667;0
668;0
669;0
670;0
671;0
672;1
673;0
674;1
675;0
676;1
677;0
678;0
679;0
680;0
681;1
682;1
683;1
684;1
685;1
686;1
687;1
688;1
689;1
690;1
691;1
692;1
693;1
694;1
695;0
696;1
697;0
698;0
699;0
700;0
701;0
702;0
703;1
704;0
705;0
706;0
707;0
708;0
709;0
710;1
711;1
712;1
713;0
714;0
715;1
716;0
717;1
718;1
719;0
720;0
721;0
722;1
723;0
724;1
725;1
726;1
727;0
728;0
729;0
730;1
731;1
732;1
733;1
734;0
735;0
736;0
737;0
738;0
739;0
740;0
741;0
742;1
743;1
744;1
745;0
746;0
747;0
748;0
749;0
750;1
751;1
752;0
753;0
754;1
755;0
756;0
757;0
758;0
759;1
760;0
761;0
762;0
763;0
764;0
765;0
766;0
767;1
768;0
769;0
770;0
771;0
772;1
773;1
774;1
775;1
776;1
777;1
778;1
779;0
780;0
781;0
782;1
783;1
784;1
785;1
786;0
787;0
788;0
789;0
790;0
791;0
792;0
793;0
794;0
795;0
796;0
797;0
798;0
799;0
800;0
801;1
802;1
803;0
804;1
805;0
806;0
807;0
808;0
809;0
810;0
811;0
812;0
813;0
814;0
815;0
816;0
817;0
818;0
819;0
820;1
821;1
822;0
823;0
824;1
825;0
826;1
827;1
828;1
829;0
830;0
831;0
832;1
833;1
834;1
835;0
836;0
837;0
838;0
839;0
840;1
841;0
842;0
843;0
844;0
845;0
846;1
847;1
848;1
849;1
850;1
851;1
852;1
853;1
854;1
855;1
856;1
857;1
858;1
859;1
860;1
861;1
862;1
863;0
864;0
865;1
866;1
867;1
868;1
869;1
870;1
871;1
872;0
873;0
874;0
875;0
876;1
877;0
878;0
879;1
880;1
881;1
882;1
883;1
884;1
885;1
886;0
887;1
888;1
889;1
890;1
891;1
892;0
893;1
894;1
895;1
896;1
897;1
898;0
899;0
900;0
901;0
902;0
903;0
904;0
905;0
906;0
907;0
908;0
909;0
910;0
911;0
912;0
913;0
914;0
915;0
916;0
917;0
918;0
919;1
920;0
921;0
922;0
923;1
924;0
925;0
926;0
927;0
928;0
929;0
930;1
931;1
932;0
933;0
934;0
935;0
936;0
937;0
938;0
939;0
940;0
941;0
942;0
943;0
944;1
945;1
946;0
947;0
948;1
949;1
950;1
951;1
952;1
953;1
954;1
955;1
956;1
957;1
958;1
959;0
960;1
961;0
962;0
963;0
964;1
965;1
966;1
967;1
968;1
969;1
970;1
971;1
972;1
973;1
974;0
975;0
976;0
977;0
978;0
979;1
980;1
981;0
982;0
983;0
984;0
985;0
986;0
987;0
988;0
989;0
990;1
991;1
992;1
993;0
994;0
995;1
996;1
997;0
998;1
999;1
1000;1
1001;1
1002;1
1003;0
1004;1
1005;0
1006;0
1007;1
1008;0
1009;0
1010;1
1011;1
1012;1
1013;0
1014;1
1015;1
1016;0
1017;0
1018;1
1019;1
1020;0
1021;0
1022;0
1023;0
1024;1
1025;0
1026;1
1027;1
1028;0
1029;0
1030;0
1031;0
1032;1
1033;0
1034;0
1035;0
1036;0
1037;0
1038;0
1039;0
1040;0
1041;1
1042;1
1043;1
1044;0
1045;0
1046;0
1047;0
1048;0
1049;1
1050;1
1051;1
1052;1
1053;1
1054;1
1055;1
1056;1
1057;0
1058;0
1059;1
1060;1
1061;1
1062;1
1063;1
1064;0
1065;1
1066;1
1067;1
1068;1
1069;0
1070;1
1071;1
1072;1
1073;0
1074;0
1075;0
1076;0
1077;0
1078;0
1079;0
1080;0
1081;0
1082;0
1083;0
1084;0
1085;0
1086;0
1087;0
1088;0
1089;0
1090;0
1091;0
1092;0
1093;0
1094;0
1095;0
1096;1
1097;1
1098;1
1099;1
1100;1
1101;1
1102;1
1103;1
1104;0
1105;1
1106;0
1107;1
1108;0
1109;1
1110;1
1111;0
1112;0
1113;0
1114;0
1115;0
1116;0
1117;0
1118;0
1119;0
1120;0
1121;0
1122;0
1123;0
1124;0
1125;0
1126;0
1127;0
1128;0
1129;0
1130;0
1131;0
1132;0
1133;0
1134;0
1135;0
1136;0
1137;1
1138;1
1139;1
1140;1
1141;1
1142;0
1143;0
1144;1
1145;1
1146;1
1147;0
1148;0
1149;0
1150;1
1151;1
1152;1
1153;0
1154;1
1155;1
1156;1
1157;1
1158;1
1159;1
1160;1
1161;1
1162;0
1163;0
1164;0
1165;1
1166;0
1167;0
1168;0
1169;1
1170;0
1171;0
1172;0
1173;0
1174;0
1175;0
1176;0
1177;0
1178;0
1179;0
1180;0
1181;0
1182;1
1183;0
1184;0
1185;0
1186;1
1187;1
1188;1
1189;0
1190;0
1191;0
1192;0
1193;1
1194;1
1195;0
1196;0
1197;0
1198;0
1199;0
1200;0
1201;1
1202;0
1203;0
1204;0
1205;0
1206;0
1207;0
1208;0
1209;0
1210;1
1211;1
1212;1
1213;0
1214;1
1215;1
1216;1
1217;1
1218;1
1219;1
1220;1
1221;1
1222;1
1223;1
1224;1
1225;0
1226;1
1227;1
1228;1
1229;1
1230;0
1231;0
1232;0
1233;0
1234;0
1235;1
1236;1
1237;0
1238;0
1239;1
1240;1
1241;1
1242;0
1243;1
1244;0
1245;1
1246;0
1247;0
1248;0
1249;0
1250;0
1251;0
1252;0
1253;0
1254;0
1255;1
1256;1
1257;0
1258;0
1259;0
1260;0
1261;0
1262;0
1263;0
1264;0
1265;0
1266;0
1267;0
1268;0
1269;1
1270;0
1271;0
1272;0
1273;0
1274;0
1275;0
1276;0
1277;0
1278;0
1279;0
1280;0
1281;1
1282;0
1283;0
1284;1
1285;1
1286;1
1287;0
1288;0
1289;1
1290;0
1291;0
1292;0
1293;0
1294;0
1295;0
1296;0
1297;0
1298;0
1299;0
1300;0
1301;0
1302;1
1303;0
1304;1
1305;1
1306;1
1307;1
1308;1
1309;1
1310;1
1311;1
1312;1
1313;1
1314;1
1315;1
1316;1
1317;1
1318;0
1319;0
1320;0
1321;0
1322;0
1323;0
1324;0
1325;0
1326;0
1327;0
1328;1
1329;1
1330;0
1331;0
1332;0
1333;0
1334;0
1335;0
1336;0
1337;0
1338;0
1339;1
1340;0
1341;0
1342;0
1343;0
1344;0
1345;0
1346;0
1347;0
1348;1
1349;1
1350;1
1351;0
1352;0
1353;0
1354;0
1355;0
1356;0
1357;1
1358;0
1359;0
1360;0
1361;0
1362;0
1363;0
1364;1
1365;1
1366;0
1367;0
1368;0
1369;0
1370;0
1371;0
1372;1
1373;0
1374;0
1375;0
1376;0
1377;0
1378;0
1379;0
1380;0
1381;0
1382;1
1383;1
1384;0
1385;0
1386;1
1387;0
1388;0
1389;0
1390;0
1391;0
1392;0
1393;0
1394;0
1395;0
1396;0
1397;0
1398;0
1399;0
1400;0
1401;1
1402;1
1403;0
1404;0
1405;0
1406;0
1407;0
1408;0
1409;0
1410;0
1411;1
1412;1
1413;0
1414;0
1415;1
1416;0
1417;0
1418;0
1419;0
1420;0
1421;0
1422;1
1423;1
1424;1
1425;0
1426;0
1427;0
1428;0
1429;1
1430;0
1431;0
1432;1
1433;1
1434;0
1435;0
1436;0
1437;1
1438;0
1439;0
1440;0
1441;0
1442;1
1443;0
1444;0
1445;0
1446;0
1447;0
1448;0
1449;0
1450;0
1451;0
1452;0
1453;0
1454;0
1455;0
1456;0
1457;0
1458;1
1459;1
1460;1
1461;1
1462;1
1463;1
1464;1
1465;1
1466;1
1467;1
1468;1
1469;0
1470;0
1471;0
1472;0
1473;0
1474;0
1475;0
1476;0
1477;0
1478;0
1479;1
1480;1
1481;1
1482;1
1483;1
1484;0
1485;1
1486;0
1487;1
1488;1
1489;1
1490;0
1491;1
1492;1
1493;1
1494;1
1495;1
1496;1
1497;1
1498;1
1499;1
1500;1
1501;1
1502;1
1503;1
1504;1
1505;1
1506;1
1507;0
1508;0
1509;0
1510;0
1511;1
1512;1
1513;0
1514;0
1515;0
1516;0
1517;0
1518;0
1519;0
1520;1
1521;1
1522;0
1523;0
1524;0
1525;0
1526;0
1527;0
1528;0
1529;0
1530;0
1531;1
1532;0
1533;0
1534;0
1535;0
1536;0
1537;0
1538;0
1539;0
1540;0
1541;0
1542;0
1543;0
1544;0
1545;0
1546;0
1547;1
1548;1
1549;1
1550;0
1551;0
1552;0
1553;0
1554;0
1555;0
1556;0
1557;0
1558;0
1559;0
1560;0
1561;0
1562;0
1563;0
1564;0
1565;0
1566;0
1567;0
1568;1
1569;1
1570;1
1571;0
1572;0
1573;0
1574;0
1575;0
1576;0
1577;0
1578;0
1579;0
1580;0
1581;1
1582;1
1583;1
1584;1
1585;1
1586;1
1587;0
1588;0
1589;0
1590;0
1591;0
1592;0
1593;0
1594;0
1595;0
1596;0
1597;0
1598;0
1599;1
1600;1
1601;1
1602;1
1603;0
1604;1
1605;0
1606;1
1607;0
1608;0
1609;1
1610;0
1611;0
1612;0
1613;1
1614;0
1615;1
1616;0
1617;0
1618;0
1619;0
1620;0
1621;0
1622;1
1623;0
1624;1
1625;0
1626;0
1627;0
1628;1
1629;1
1630;1
1631;1
1632;0
1633;1
1634;0
1635;0
1636;0
1637;0
1638;0
1639;0
1640;0
1641;0
1642;0
1643;0
1644;0
1645;0
1646;0
1647;0
1648;0
1649;1
1650;1
1651;0
1652;0
1653;0
1654;0
1655;1
1656;1
1657;0
1658;0
1659;0
1660;0
1661;1
1662;1
1663;1
1664;1
1665;1
1666;1
1667;1
1668;0
1669;0
1670;1
1671;1
1672;1
1673;1
1674;1
1675;1
1676;1
1677;0
1678;0
1679;0
1680;0
1681;0
1682;0
1683;0
1684;0
1685;0
1686;0
1687;0
1688;0
1689;0
1690;0
1691;0
1692;1
1693;1
1694;1
1695;1
1696;1
1697;1
1698;1
1699;0
1700;0
1701;0
1702;0
1703;0
1704;0
1705;0
1706;0
1707;0
1708;0
1709;0
1710;0
1711;0
1712;0
1713;0
1714;0
1715;1
1716;1
1717;1
1718;1
1719;0
1720;0
1721;1
1722;1
1723;1
1724;0
1725;0
1726;0
1727;0
1728;1
1729;1
1730;1
1731;1
1732;0
1733;0
1734;0
1735;0
1736;0
1737;0
1738;0
1739;0
1740;0
1741;0
1742;0
1743;0
1744;1
1745;1
1746;1
1747;1
1748;1
1749;0
1750;0
1751;0
1752;0
1753;1
1754;1
1755;1
1756;0
1757;1
1758;1
1759;1
1760;1
1761;1
1762;1
1763;1
1764;1
1765;1
1766;1
1767;1
1768;0
1769;0
1770;1
1771;0
1772;0
1773;0
1774;0
1775;0
1776;0
1777;0
1778;0
1779;0
1780;0
1781;1
1782;0
1783;1
1784;1
1785;1
1786;1
1787;1
1788;0
1789;1
1790;0
1791;1
1792;1
1793;0
1794;0
1795;0
1796;0
1797;0
1798;0
1799;0
1800;0
1801;0
1802;1
1803;0
1804;0
1805;0
1806;0
1807;0
1808;1
1809;0
1810;0
1811;0
1812;0
1813;0
1814;0
1815;1
1816;0
1817;0
1818;0
1819;0
1820;0
1821;0
1822;0
1823;0
1824;0
1825;0
1826;1
1827;0
1828;1
1829;0
1830;0
1831;0
1832;0
1833;0
1834;0
1835;0
1836;0
1837;0
1838;0
1839;0
1840;0
1841;0
1842;0
1843;0
1844;0
1845;0
1846;0
1847;0
1848;0
1849;0
1850;0
1851;0
1852;0
1853;0
1854;0
1855;0
1856;1
1857;1
1858;1
1859;1
1860;1
1861;1
1862;1
1863;1
1864;1
1865;1
1866;1
1867;1
1868;1
1869;1
1870;1
1871;1
1872;0
1873;0
1874;0
1875;0
1876;0
1877;0
1878;0
1879;0
1880;1
1881;0
1882;0
1883;1
1884;0
1885;0
1886;0
1887;0
1888;1
1889;0
1890;0
1891;0
1892;0
1893;1
1894;1
1895;0
1896;0
1897;0
1898;0
1899;1
1900;1
1901;0
1902;0
1903;0
1904;1
1905;1
1906;1
1907;1
1908;1
1909;0
1910;0
1911;0
1912;0
1913;0
1914;0
1915;0
1916;0
1917;0
1918;1
1919;1
1920;0
1921;0
1922;0
1923;1
1924;1
1925;1
1926;0
1927;0
1928;0
1929;0
1930;0
1931;0
1932;1
1933;1
1934;1
1935;1
1936;0
1937;0
1938;1
1939;0
1940;0
1941;0
1942;0
1943;1
1944;0
1945;0
1946;1
1947;1
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;1
1955;1
1956;0
1957;0
1958;0
1959;0
1960;0
1961;1
1962;1
1963;1
1964;1
1965;1
1966;0
1967;1
1968;1
1969;1
1970;1
1971;1
1972;1
1973;1
1974;1
1975;0
1976;1
1977;0
1978;1
1979;1
1980;1
1981;1
1982;1
1983;1
1984;1
1985;1
1986;1
1987;1
1988;0
1989;0
1990;0
1991;1
1992;1
1993;0
1994;1
1995;1
1996;1
1997;1
1998;0
1999;1
2000;1
2001;0
2002;0
2003;0
2004;0
2005;0
2006;1
2007;1
2008;0
2009;0
2010;0
2011;1
2012;1
2013;1
2014;1
2015;1
2016;1
2017;1
2018;1
2019;1
2020;1
2021;1
2022;1
2023;1
2024;0
2025;0
2026;0
2027;0
2028;0
2029;0
2030;0
2031;0
2032;0
2033;0
2034;0
2035;0
2036;1
2037;1
2038;0
2039;0
2040;0
2041;1
2042;0
2043;0
2044;1
2045;0
2046;0
2047;0
2048;1
2049;0
2050;0
2051;0
2052;0
2053;0
2054;0
2055;0
2056;1
2057;1
2058;1
2059;1
2060;1
2061;1
2062;1
2063;1
2064;1
2065;1
2066;0
2067;0
2068;0
2069;0
2070;0
2071;0
2072;0
2073;0
2074;0
2075;0
2076;0
2077;0
2078;0
2079;1
2080;0
2081;0
2082;0
2083;0
2084;0
2085;0
2086;0
2087;0
2088;0
2089;0
2090;0
2091;0
2092;0
2093;0
2094;0
2095;0
2096;0
2097;0
2098;0
2099;0
2100;1
2101;1
2102;1
2103;1
2104;1
2105;1
2106;1
2107;1
2108;1
2109;1
2110;1
2111;1
2112;1
2113;1
2114;1
2115;1
2116;1
2117;1
2118;1
2119;1
2120;1
2121;1
2122;1
2123;1
2124;1
2125;1
2126;1
2127;1
2128;1
2129;1
2130;1
2131;1
2132;1
2133;1
2134;1
2135;1
2136;1
2137;1
2138;1
2139;1
2140;1
2141;1
2142;1
2143;1
2144;1
2145;1
2146;1
2147;1
2148;1
2149;0
2150;0
2151;0
2152;0
2153;0
2154;0
2155;1
2156;1
2157;1
2158;0
2159;0
2160;0
2161;0
2162;0
2163;0
2164;0
2165;0
2166;0
2167;0
2168;0
2169;1
2170;1
2171;0
2172;1
2173;1
2174;0
2175;1
2176;0
2177;0
2178;1
2179;0
2180;0
2181;0
2182;0
2183;1
2184;1
2185;0
2186;0
2187;0
2188;0
2189;0
2190;0
2191;0
2192;0
2193;0
2194;0
2195;0
2196;1
2197;0
2198;1
2199;0
2200;1
2201;1
2202;0
2203;1
2204;0
2205;1
2206;0
2207;0
2208;0
2209;0
2210;0
2211;0
2212;1
2213;0
2214;0
2215;1
2216;0
2217;0
2218;1
2219;1
2220;1
2221;1
2222;0
2223;0
2224;0
2225;1
2226;0
2227;0
2228;0
2229;0
2230;0
2231;0
2232;0
2233;0
2234;1
2235;1
2236;1
2237;1
2238;1
2239;0
2240;0
2241;0
2242;0
2243;1
2244;1
2245;1
2246;1
2247;0
2248;0
2249;0
2250;0
2251;1
2252;1
2253;1
2254;1
2255;1
2256;0
2257;0
2258;0
2259;1
2260;1
2261;1
2262;1
2263;0
2264;0
2265;0
2266;0
2267;0
2268;0
2269;1
2270;1
2271;0
2272;1
2273;1
2274;1
2275;1
2276;1
2277;1
2278;0
2279;0
2280;0
2281;0
2282;0
2283;0
2284;0
2285;0
2286;1
2287;0
2288;0
2289;0
2290;0
2291;1
2292;0
2293;0
2294;0
2295;0
2296;0
2297;0
2298;1
2299;1
2300;0
2301;0
2302;0
2303;1
2304;0
2305;0
2306;0
2307;0
2308;0
2309;1
2310;0
2311;0
2312;1
2313;0
2314;0
2315;1
2316;1
2317;1
2318;0
2319;0
2320;0
2321;1
2322;1
2323;0
2324;0
2325;0
2326;0
2327;1
2328;1
2329;1
2330;1
2331;1
2332;1
2333;1
2334;1
2335;1
2336;0
2337;1
2338;1
2339;0
2340;0
2341;1
2342;0
2343;0
2344;0
2345;1
2346;0
2347;0
2348;0
2349;0
2350;0
2351;0
2352;0
2353;1
2354;1
2355;0
2356;1
2357;1
2358;0
2359;1
2360;1
2361;0
2362;1
2363;1
2364;1
2365;0
2366;0
2367;0
2368;0
2369;0
2370;1
2371;1
2372;1
2373;1
2374;1
2375;1
2376;1
2377;0
2378;0
2379;0
2380;0
2381;1
2382;1
2383;1
2384;0
2385;0
2386;1
2387;0
2388;1
2389;0
2390;0
2391;0
2392;0
2393;0
2394;0
2395;0
2396;0
2397;0
2398;0
2399;0
2400;0
2401;0
2402;1
2403;0
2404;1
2405;1
2406;0
2407;0
2408;1
2409;0
2410;0
2411;1
2412;1
2413;1
2414;0
2415;0
2416;1
2417;0
2418;0
2419;1
2420;0
2421;0
2422;0
2423;0
2424;0
2425;0
2426;0
2427;0
2428;0
2429;0
2430;0
2431;0
2432;0
2433;0
2434;0
2435;0
2436;0
2437;0
2438;0
2439;0
2440;0
2441;0
2442;0
2443;0
2444;0
2445;0
2446;0
2447;0
2448;0
2449;0
2450;0
2451;1
2452;1
2453;0
2454;0
2455;0
2456;1
2457;0
2458;0
2459;1
2460;1
2461;0
2462;0
2463;0
2464;0
2465;1
2466;0
2467;0
2468;0
2469;0
2470;0
2471;0
2472;0
2473;0
2474;0
2475;0
2476;0
2477;0
2478;0
2479;0
2480;0
2481;0
2482;0
2483;0
2484;0
2485;1
2486;1
2487;1
2488;1
2489;1
2490;1
2491;1
2492;0
2493;0
2494;0
2495;0
2496;0
2497;0
2498;0
2499;0
2500;0
2501;0
2502;0
2503;0
2504;0
2505;1
2506;1
2507;0
2508;1
2509;1
2510;1
2511;1
2512;0
2513;0
2514;1
2515;0
2516;0
2517;0
2518;0
2519;0
2520;0
2521;0
2522;1
2523;1
2524;0
2525;1
2526;0
2527;1
2528;1
2529;1
2530;1
2531;1
2532;1
2533;1
2534;1
2535;1
2536;1
2537;1
2538;1
2539;1
2540;1
2541;1
2542;1
2543;1
2544;0
2545;0
2546;0
2547;0
2548;0
2549;1
2550;0
2551;0
2552;0
2553;0
2554;0
2555;0
2556;0
2557;0
2558;0
2559;0
2560;0
2561;1
2562;1
2563;1
2564;1
2565;1
2566;0
2567;0
2568;1
2569;0
2570;0
2571;1
2572;0
2573;1
2574;0
2575;0
2576;0
2577;0
2578;1
2579;0
2580;0
2581;0
2582;0
2583;1
2584;1
2585;1
2586;1
2587;1
2588;0
2589;1
2590;1
2591;1
2592;0
2593;0
2594;0
2595;1
2596;1
2597;0
2598;0
2599;1
2600;0
2601;1
2602;0
2603;0
2604;0
2605;0
2606;0
2607;0
2608;1
2609;1
2610;1
2611;1
2612;1
2613;0
2614;1
2615;0
2616;0
2617;0
2618;0
2619;0
2620;0
2621;0
2622;0
2623;0
2624;1
2625;0
2626;0
2627;0
2628;0
2629;0
2630;1
2631;1
2632;0
2633;0
2634;0
2635;0
2636;0
2637;0
2638;0
2639;0
2640;0
2641;0
2642;0
2643;0
2644;0
2645;1
2646;1
2647;1
2648;0
2649;0
2650;0
2651;0
2652;1
2653;1
2654;1
2655;1
2656;1
2657;0
2658;1
2659;1
2660;0
2661;0
2662;0
2663;1
2664;0
2665;0
2666;1
2667;1
2668;0
2669;0
2670;0
2671;0
2672;0
2673;1
2674;1
2675;1
2676;1
2677;1
2678;1
2679;1
2680;1
2681;0
2682;0
2683;0
2684;0
2685;0
2686;0
2687;0
2688;1
2689;1
2690;0
2691;1
2692;1
2693;1
2694;1
2695;1
2696;1
2697;0
2698;0
2699;0
2700;1
2701;0
2702;0
2703;0
2704;0
2705;0
2706;0
2707;0
2708;0
2709;1
2710;1
2711;1
2712;1
2713;0
2714;0
2715;1
2716;1
2717;1
2718;1
2719;0
2720;0
2721;1
2722;1
2723;1
2724;1
2725;1
2726;0
2727;0
2728;0
2729;0
2730;0
2731;0
2732;0
2733;0
2734;0
2735;0
2736;0
2737;0
2738;0
2739;0
2740;1
2741;1
2742;1
2743;0
2744;0
2745;1
2746;1
2747;1
2748;0
2749;0
2750;1
2751;0
2752;0
2753;1
2754;0
2755;1
2756;1
2757;1
2758;1
2759;1
2760;1
2761;0
2762;0
2763;0
2764;0
2765;0
2766;0
2767;0
2768;0
2769;0
2770;0
2771;1
2772;1
2773;0
2774;0
2775;0
2776;1
2777;1
2778;1
2779;1
2780;1
2781;1
2782;1
2783;1
2784;1
2785;1
2786;1
2787;1
2788;1
2789;1
2790;1
2791;1
2792;1
2793;0
2794;0
2795;0
2796;1
2797;1
2798;1
2799;1
2800;0
2801;0
2802;0
2803;0
2804;0
2805;0
2806;0
2807;0
2808;0
2809;0
2810;0
2811;0
2812;1
2813;0
2814;1
2815;1
2816;0
2817;0
2818;0
2819;0
2820;0
2821;0
2822;0
2823;0
2824;0
2825;0
2826;0
2827;0
2828;0
2829;0
2830;0
2831;0
2832;0
2833;0
2834;1
2835;0
2836;1
2837;1
2838;1
2839;1
2840;1
2841;1
2842;1
2843;1
2844;1
2845;1
2846;1
2847;0
2848;0
2849;0
2850;0
2851;1
2852;1
2853;1
2854;1
2855;1
2856;0
2857;1
2858;0
2859;0
2860;0
2861;1
2862;0
2863;0
2864;0
2865;1
2866;0
2867;0
2868;1
2869;1
2870;1
2871;0
2872;0
2873;1
2874;0
2875;0
2876;0
2877;0
2878;0
2879;0
2880;0
2881;0
2882;1
2883;0
2884;0
2885;0
2886;0
2887;0
2888;1
2889;1
2890;0
2891;0
2892;0
2893;0
2894;1
2895;1
2896;0
2897;0
2898;1
2899;1
2900;1
2901;1
2902;1
2903;1
2904;1
2905;0
2906;0
2907;0
2908;0
2909;1
2910;0
2911;0
2912;0
2913;0
2914;0
2915;0
2916;0
2917;0
2918;0
2919;0
2920;0
2921;1
2922;1
2923;1
2924;1
2925;0
2926;1
2927;1
2928;1
2929;1
2930;1
2931;1
2932;1
2933;1
2934;1
2935;1
2936;1
2937;1
2938;1
2939;1
2940;1
2941;0
2942;1
2943;1
2944;1
2945;1
2946;1
2947;1
2948;1
2949;1
2950;1
2951;1
2952;1
2953;1
2954;0
2955;0
2956;0
2957;0
2958;0
2959;0
2960;1
2961;0
2962;1
2963;0
2964;0
2965;0
2966;0
2967;0
2968;0
2969;0
2970;0
2971;1
2972;1
2973;0
2974;0
2975;0
2976;0
2977;0
2978;0
2979;0
2980;0
2981;1
2982;1
2983;1
2984;0
2985;0
2986;0
2987;0
2988;0
2989;1
2990;1
2991;1
2992;1
2993;1
2994;1
2995;1
